"HIOKI E.E. CORPORATION","IM3570","Ver. 3.06"

"DATE","23-01-28"
"TIME","18:24:00"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.2000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","SLOW"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[É∂]","É∆[Åã]"
"522","114.87E+03","14.68252E+03","-89.519"
"523","116.43E+03","14.48720E+03","-89.513"
"524","118.02E+03","14.29557E+03","-89.524"
"525","119.63E+03","14.10129E+03","-89.525"
"526","121.25E+03","13.91182E+03","-89.526"
"527","122.91E+03","13.72566E+03","-89.527"
"528","124.58E+03","13.54279E+03","-89.524"
"529","126.28E+03","13.35959E+03","-89.527"
"530","128.00E+03","13.18181E+03","-89.527"
"531","129.74E+03","13.00569E+03","-89.524"
"532","131.50E+03","12.83351E+03","-89.528"
"533","133.30E+03","12.66039E+03","-89.528"
"534","135.11E+03","12.49159E+03","-89.535"
"535","136.95E+03","12.32344E+03","-89.539"
"536","138.81E+03","12.15947E+03","-89.531"
"537","140.71E+03","11.99522E+03","-89.532"
"538","142.62E+03","11.83623E+03","-89.534"
"539","144.56E+03","11.67702E+03","-89.535"
"540","146.53E+03","11.52091E+03","-89.532"
"541","148.53E+03","11.36627E+03","-89.538"
"542","150.55E+03","11.21427E+03","-89.540"
"543","152.60E+03","11.06388E+03","-89.536"
"544","154.68E+03","10.91648E+03","-89.543"
"545","156.78E+03","10.77131E+03","-89.544"
"546","158.92E+03","10.62583E+03","-89.538"
"547","161.08E+03","10.48323E+03","-89.548"
"548","163.28E+03","10.34359E+03","-89.545"
"549","165.50E+03","10.20594E+03","-89.536"
"550","167.75E+03","10.06913E+03","-89.547"
"551","170.04E+03","9.934019E+03","-89.543"
"552","172.35E+03","9.801262E+03","-89.541"
"553","174.70E+03","9.669461E+03","-89.549"
"554","177.08E+03","9.539585E+03","-89.548"
"555","179.49E+03","9.412560E+03","-89.547"
"556","181.93E+03","9.286753E+03","-89.547"
"557","184.41E+03","9.161907E+03","-89.550"
"558","186.92E+03","9.039631E+03","-89.546"
"559","189.47E+03","8.918227E+03","-89.545"
"560","192.05E+03","8.799068E+03","-89.544"
"561","194.66E+03","8.681190E+03","-89.549"
"562","197.31E+03","8.565346E+03","-89.548"
"563","200.00E+03","8.450502E+03","-89.548"
"564","202.72E+03","8.337334E+03","-89.550"
"565","205.48E+03","8.225800E+03","-89.546"
"566","208.28E+03","8.115893E+03","-89.548"
"567","211.12E+03","8.006846E+03","-89.549"
"568","213.99E+03","7.900325E+03","-89.558"
"569","216.90E+03","7.794446E+03","-89.559"
"570","219.86E+03","7.689789E+03","-89.557"
"571","222.85E+03","7.587241E+03","-89.557"
"572","225.89E+03","7.485387E+03","-89.560"
"573","228.96E+03","7.385176E+03","-89.556"
"574","232.08E+03","7.286172E+03","-89.559"
"575","235.24E+03","7.188678E+03","-89.557"
"576","238.44E+03","7.092402E+03","-89.559"
"577","241.69E+03","6.997201E+03","-89.557"
"578","244.98E+03","6.903764E+03","-89.560"
"579","248.32E+03","6.810948E+03","-89.556"
"580","251.70E+03","6.719637E+03","-89.554"
"581","255.13E+03","6.629761E+03","-89.555"
"582","258.60E+03","6.540985E+03","-89.556"
"583","262.12E+03","6.453280E+03","-89.555"
"584","265.69E+03","6.366769E+03","-89.555"
"585","269.31E+03","6.281406E+03","-89.554"
"586","272.97E+03","6.197305E+03","-89.555"
"587","276.69E+03","6.113957E+03","-89.554"
"588","280.46E+03","6.032123E+03","-89.551"
"589","284.28E+03","5.951422E+03","-89.553"
"590","288.15E+03","5.871983E+03","-89.552"
"591","292.07E+03","5.793095E+03","-89.551"
"592","296.05E+03","5.715376E+03","-89.552"
"593","300.08E+03","5.639107E+03","-89.548"
"594","304.17E+03","5.563358E+03","-89.549"
"595","308.31E+03","5.489071E+03","-89.547"
"596","312.51E+03","5.415480E+03","-89.547"
"597","316.76E+03","5.342990E+03","-89.547"
"598","321.07E+03","5.271602E+03","-89.544"
"599","325.45E+03","5.200936E+03","-89.545"
"600","329.88E+03","5.131416E+03","-89.541"
"601","334.37E+03","5.062938E+03","-89.543"
"602","338.92E+03","4.995020E+03","-89.540"
"603","343.54E+03","4.928008E+03","-89.538"
"604","348.22E+03","4.861845E+03","-89.537"
"605","352.96E+03","4.796846E+03","-89.536"
"606","357.76E+03","4.732638E+03","-89.534"
"607","362.64E+03","4.669213E+03","-89.534"
"608","367.57E+03","4.606705E+03","-89.532"
"609","372.58E+03","4.544950E+03","-89.531"
"610","377.65E+03","4.484135E+03","-89.529"
"611","382.79E+03","4.423956E+03","-89.528"
"612","388.01E+03","4.364867E+03","-89.526"
"613","393.29E+03","4.306337E+03","-89.524"
"614","398.64E+03","4.248710E+03","-89.521"
"615","404.07E+03","4.191620E+03","-89.520"
"616","409.57E+03","4.135452E+03","-89.516"
"617","415.15E+03","4.080017E+03","-89.516"
"618","420.80E+03","4.025326E+03","-89.515"
"619","426.53E+03","3.971502E+03","-89.512"
"620","432.34E+03","3.918322E+03","-89.510"
"621","438.23E+03","3.865966E+03","-89.508"
"622","444.20E+03","3.813992E+03","-89.505"
"623","450.25E+03","3.763040E+03","-89.504"
"624","456.38E+03","3.712569E+03","-89.502"
"625","462.59E+03","3.662904E+03","-89.500"
"626","468.89E+03","3.613731E+03","-89.497"
"627","475.27E+03","3.565443E+03","-89.491"
"628","481.75E+03","3.517601E+03","-89.490"
"629","488.31E+03","3.470474E+03","-89.488"
"630","494.95E+03","3.424069E+03","-89.483"
"631","501.69E+03","3.378445E+03","-89.482"
"632","508.53E+03","3.333047E+03","-89.480"
"633","515.45E+03","3.288390E+03","-89.476"
"634","522.47E+03","3.244476E+03","-89.472"
"635","529.58E+03","3.201035E+03","-89.470"
"636","536.79E+03","3.158155E+03","-89.466"
"637","544.10E+03","3.115921E+03","-89.462"
"638","551.51E+03","3.074041E+03","-89.459"
"639","559.02E+03","3.032898E+03","-89.456"
"640","566.63E+03","2.992291E+03","-89.452"
"641","574.35E+03","2.952212E+03","-89.449"
"642","582.17E+03","2.912752E+03","-89.445"
"643","590.10E+03","2.873696E+03","-89.441"
"644","598.13E+03","2.835151E+03","-89.437"
"645","606.28E+03","2.797186E+03","-89.434"
"646","614.53E+03","2.759846E+03","-89.430"
"647","622.90E+03","2.722951E+03","-89.427"
"648","631.38E+03","2.686501E+03","-89.421"
"649","639.98E+03","2.650603E+03","-89.419"
"650","648.69E+03","2.615194E+03","-89.415"
"651","657.53E+03","2.580221E+03","-89.410"
"652","666.48E+03","2.545746E+03","-89.406"
"653","675.55E+03","2.511726E+03","-89.401"
"654","684.75E+03","2.478152E+03","-89.396"
"655","694.08E+03","2.444978E+03","-89.392"
"656","703.53E+03","2.412345E+03","-89.386"
"657","713.11E+03","2.379953E+03","-89.379"
"658","722.82E+03","2.348092E+03","-89.376"
"659","732.66E+03","2.316650E+03","-89.371"
"660","742.64E+03","2.285742E+03","-89.367"
"661","752.75E+03","2.255107E+03","-89.362"
"662","763.00E+03","2.224946E+03","-89.358"
"663","773.39E+03","2.195163E+03","-89.353"
"664","783.92E+03","2.165840E+03","-89.349"
"665","794.59E+03","2.136923E+03","-89.344"
"666","805.41E+03","2.108375E+03","-89.340"
"667","816.38E+03","2.080206E+03","-89.337"
"668","827.50E+03","2.052437E+03","-89.332"
"669","838.76E+03","2.025037E+03","-89.326"
"670","850.19E+03","1.998006E+03","-89.322"
"671","861.76E+03","1.971355E+03","-89.318"
"672","873.50E+03","1.945081E+03","-89.312"
"673","885.39E+03","1.919093E+03","-89.308"
"674","897.45E+03","1.893462E+03","-89.303"
"675","909.67E+03","1.868234E+03","-89.297"
"676","922.05E+03","1.843310E+03","-89.291"
"677","934.61E+03","1.818709E+03","-89.286"
"678","947.33E+03","1.794511E+03","-89.280"
"679","960.23E+03","1.770546E+03","-89.274"
"680","973.31E+03","1.747001E+03","-89.271"
"681","986.56E+03","1.723697E+03","-89.265"
"682","1.0000E+06","1.700718E+03","-89.257"
"683","1.0136E+06","1.678081E+03","-89.255"
"684","1.0274E+06","1.655708E+03","-89.250"
"685","1.0414E+06","1.633662E+03","-89.245"
"686","1.0556E+06","1.611910E+03","-89.241"
"687","1.0700E+06","1.590387E+03","-89.235"
"688","1.0845E+06","1.569301E+03","-89.230"
"689","1.0993E+06","1.548358E+03","-89.225"
"690","1.1143E+06","1.527701E+03","-89.220"
"691","1.1294E+06","1.507482E+03","-89.216"
"692","1.1448E+06","1.487409E+03","-89.209"
"693","1.1604E+06","1.467625E+03","-89.204"
"694","1.1762E+06","1.448105E+03","-89.198"
"695","1.1922E+06","1.428858E+03","-89.193"
"696","1.2085E+06","1.409788E+03","-89.188"
"697","1.2249E+06","1.391133E+03","-89.183"
"698","1.2416E+06","1.372630E+03","-89.179"
"699","1.2585E+06","1.354408E+03","-89.175"
"700","1.2756E+06","1.336467E+03","-89.171"
"701","1.2930E+06","1.318697E+03","-89.166"
"702","1.3106E+06","1.301193E+03","-89.162"
"703","1.3285E+06","1.283870E+03","-89.158"
"704","1.3465E+06","1.266918E+03","-89.153"
"705","1.3649E+06","1.250061E+03","-89.148"
"706","1.3835E+06","1.233472E+03","-89.144"
"707","1.4023E+06","1.217136E+03","-89.141"
"708","1.4214E+06","1.201021E+03","-89.138"
"709","1.4407E+06","1.185169E+03","-89.136"
"710","1.4604E+06","1.169416E+03","-89.134"
"711","1.4803E+06","1.153910E+03","-89.132"
"712","1.5004E+06","1.138676E+03","-89.130"
"713","1.5208E+06","1.123604E+03","-89.128"
"714","1.5415E+06","1.108732E+03","-89.126"
"715","1.5625E+06","1.094060E+03","-89.124"
"716","1.5838E+06","1.079581E+03","-89.122"
"717","1.6054E+06","1.065264E+03","-89.122"
"718","1.6272E+06","1.051187E+03","-89.122"
"719","1.6494E+06","1.037232E+03","-89.122"
"720","1.6719E+06","1.023471E+03","-89.123"
"721","1.6946E+06","1.009965E+03","-89.125"
"722","1.7177E+06","996.5825E+00","-89.127"
"723","1.7411E+06","983.3807E+00","-89.129"
"724","1.7648E+06","970.3458E+00","-89.132"
"725","1.7888E+06","957.4900E+00","-89.133"
"726","1.8132E+06","944.7645E+00","-89.136"
"727","1.8379E+06","932.2227E+00","-89.140"
"728","1.8629E+06","919.8635E+00","-89.146"
"729","1.8883E+06","907.6463E+00","-89.150"
"730","1.9140E+06","895.5520E+00","-89.156"
"731","1.9400E+06","883.6756E+00","-89.161"
"732","1.9665E+06","871.8143E+00","-89.168"
"733","1.9932E+06","860.1671E+00","-89.173"
"734","2.0204E+06","848.6844E+00","-89.179"
"735","2.0479E+06","837.3304E+00","-89.186"
"736","2.0758E+06","826.0925E+00","-89.190"
"737","2.1040E+06","815.0693E+00","-89.194"
"738","2.1327E+06","801.7044E+00","-90.394"
"739","2.1617E+06","790.8540E+00","-90.417"
"740","2.1912E+06","780.1257E+00","-90.438"
"741","2.2210E+06","769.5571E+00","-90.449"
"742","2.2512E+06","759.1502E+00","-90.455"
"743","2.2819E+06","748.8805E+00","-90.465"
"744","2.3130E+06","738.8202E+00","-90.474"
"745","2.3445E+06","728.8985E+00","-90.482"
"746","2.3764E+06","719.1881E+00","-90.492"
"747","2.4087E+06","709.6229E+00","-90.501"
"748","2.4415E+06","700.2191E+00","-90.512"
"749","2.4748E+06","690.9564E+00","-90.525"
"750","2.5085E+06","681.8148E+00","-90.543"
"751","2.5426E+06","672.8257E+00","-90.561"
"752","2.5773E+06","663.9075E+00","-90.579"
"753","2.6124E+06","655.1845E+00","-90.593"
"754","2.6479E+06","646.6592E+00","-90.606"
"755","2.6840E+06","638.2508E+00","-90.620"
"756","2.7205E+06","630.0172E+00","-90.636"
"757","2.7576E+06","621.9196E+00","-90.656"
"758","2.7951E+06","613.9505E+00","-90.679"
"759","2.8332E+06","606.1481E+00","-90.705"
"760","2.8718E+06","598.4599E+00","-90.730"
"761","2.9109E+06","590.9570E+00","-90.754"
"762","2.9505E+06","583.6587E+00","-90.779"
"763","2.9907E+06","576.5357E+00","-90.812"
"764","3.0314E+06","569.6258E+00","-90.851"
"765","3.0727E+06","562.8971E+00","-90.897"
"766","3.1145E+06","556.3339E+00","-90.951"
"767","3.1569E+06","549.9607E+00","-91.011"
"768","3.1999E+06","543.7747E+00","-91.083"
"769","3.2435E+06","537.8626E+00","-91.172"
"770","3.2876E+06","532.1466E+00","-91.278"
"771","3.3324E+06","526.6686E+00","-91.404"
"772","3.3778E+06","521.5385E+00","-91.556"
"773","3.4238E+06","516.7611E+00","-91.742"
"774","3.4704E+06","512.3488E+00","-91.975"
"775","3.5177E+06","508.1786E+00","-92.268"
"776","3.5656E+06","504.2740E+00","-92.642"
"777","3.6141E+06","500.8333E+00","-93.127"
"778","3.6633E+06","497.7403E+00","-93.757"
"779","3.7132E+06","494.5456E+00","-94.573"
"780","3.7638E+06","490.5532E+00","-95.630"
"781","3.8150E+06","485.5820E+00","-96.997"
"782","3.8670E+06","478.4273E+00","-98.745"
"783","3.9196E+06","466.3990E+00","-100.721"
"784","3.9730E+06","448.1158E+00","-102.682"
"785","4.0271E+06","424.0982E+00","-104.242"
"786","4.0819E+06","397.7306E+00","-104.763"
"787","4.1375E+06","373.8771E+00","-104.023"
"788","4.1938E+06","355.5246E+00","-102.664"
"789","4.2509E+06","342.6054E+00","-101.060"
"790","4.3088E+06","334.4564E+00","-99.371"
"791","4.3675E+06","328.3157E+00","-98.061"
"792","4.4270E+06","323.3507E+00","-97.094"
"793","4.4873E+06","320.0190E+00","-96.193"
"794","4.5484E+06","314.8161E+00","-95.604"
"795","4.6103E+06","310.4430E+00","-95.037"
"796","4.6731E+06","306.8927E+00","-94.604"
"797","4.7367E+06","301.0887E+00","-93.882"
"798","4.8012E+06","297.6283E+00","-93.512"
"799","4.8666E+06","293.9769E+00","-92.865"
"800","4.9328E+06","290.8484E+00","-92.326"
"801","5.0000E+06","287.7657E+00","-92.064"

